index,x,z,y,distance
0,59.34999847412109,27.23000717163086,7.984197616577148,0.0
1,59.34999847412109,27.482950483049663,7.9814470154898505,0.25295826651416514
2,59.34999847412109,27.708895274571006,7.9813609804425925,0.22594480790151483
3,59.34999847412108,27.934840066092352,7.981274945395333,0.22594480790151836
4,59.34999847412108,28.160784857613695,7.981188910348075,0.22594480790151483
5,59.34999847412109,28.38672964913504,7.981102875300817,0.22594480790151836
6,59.34999847412108,28.612674440656384,7.981016840253558,0.22594480790151483
7,59.34999847412109,28.83861923217773,7.980930805206299,0.22594480790151836
8,59.34090690612792,29.038831710815423,7.980901288986206,0.20041879672832535
9,59.33181533813476,29.239044189453125,7.980871772766113,0.20041879672833568
10,59.32272377014159,29.439256668090817,7.980842256546021,0.20041879672832535
11,59.31363220214843,29.639469146728516,7.980812740325928,0.20041879672833213
12,59.304540634155266,29.839681625366207,7.980783224105835,0.20041879672832535
13,59.29544906616211,30.039894104003906,7.980753707885743,0.20041879672833213
14,59.28635749816894,30.240106582641594,7.980724191665649,0.20041879672832183
15,59.27726593017577,30.440319061279297,7.980694675445557,0.200418796728336
16,59.26817436218261,30.640531539916992,7.980665159225464,0.2004187967283286
17,59.25908279418945,30.840744018554688,7.980635643005371,0.2004187967283286
18,59.249991226196286,31.040956497192383,7.980606126785279,0.2004187967283289
19,59.24089965820312,31.241168975830078,7.980576610565185,0.2004187967283289
20,59.23180809020995,31.441381454467773,7.980547094345093,0.2004187967283289
21,59.2227165222168,31.64159393310547,7.980517578124999,0.20041879672832827
22,59.21362495422363,31.841806411743164,7.980488061904907,0.2004187967283289
23,59.204533386230466,32.04201889038086,7.980458545684815,0.2004187967283289
24,59.195441818237306,32.242231369018555,7.980429029464721,0.2004187967283286
25,59.18635025024414,32.44244384765625,7.980399513244629,0.2004187967283289
26,59.17725868225098,32.642656326293945,7.980369997024535,0.2004187967283286
27,59.16816711425781,32.84286880493164,7.980340480804443,0.2004187967283289
28,59.15164828300476,33.043731451034546,7.980281293392181,0.20154075986900896
29,59.13512945175171,33.24459409713745,7.980222105979919,0.20154075986900896
30,59.11861062049866,33.445456743240356,7.9801629185676575,0.20154075986900896
31,59.102091789245605,33.64631938934326,7.9801037311553955,0.20154075986900896
32,59.085572957992554,33.84718203544617,7.9800445437431335,0.20154075986900896
33,59.0690541267395,34.04804468154907,7.979985356330872,0.20154075986900896
34,59.05253529548645,34.24890732765198,7.97992616891861,0.20154075986900896
35,59.0360164642334,34.44976997375488,7.979866981506348,0.20154075986900896
36,59.01949763298035,34.65063261985779,7.979807794094086,0.20154075986900896
37,59.002978801727295,34.85149526596069,7.979748606681824,0.20154075986900896
38,58.98645997047424,35.0523579120636,7.979689419269562,0.20154075986900896
39,58.96994113922119,35.253220558166504,7.9796302318573,0.20154075986900896
40,58.95342230796814,35.45408320426941,7.979571044445038,0.20154075986900896
41,58.93690347671509,35.654945850372314,7.979511857032776,0.20154075986900896
42,58.920384645462036,35.85580849647522,7.979452669620514,0.20154075986900896
43,58.903865814208984,36.056671142578125,7.979393482208252,0.20154075986900896
44,58.88734698295593,36.25753378868103,7.97933429479599,0.20154075986900896
45,58.87082815170289,36.458396434783936,7.979275107383728,0.20154075986900838
46,58.854309320449836,36.65925908088684,7.979215919971466,0.20154075986900896
47,58.837790489196784,36.860121726989746,7.979156732559204,0.20154075986900896
48,58.82127165794373,37.06098437309265,7.979097545146942,0.20154075986900896
49,58.80475282669068,37.26184701919556,7.97903835773468,0.20154075986900896
50,58.78823399543763,37.46270966529846,7.978979170322418,0.20154075986900896
51,58.77171516418458,37.66357231140137,7.978919982910156,0.20154075986900896
52,58.755196332931526,37.86443495750427,7.978860795497894,0.20154075986900896
53,58.738677501678474,38.06529760360718,7.978801608085632,0.20154075986900896
54,58.72215867042542,38.26616024971008,7.97874242067337,0.20154075986900896
55,58.70563983917237,38.46702289581299,7.978683233261108,0.20154075986900896
56,58.68912100791932,38.667885541915894,7.978624045848846,0.20154075986900896
57,58.67260217666627,38.8687481880188,7.9785648584365845,0.20154075986900896
58,58.656083345413215,39.069610834121704,7.9785056710243225,0.20154075986900896
59,58.63956451416016,39.27047348022461,7.9784464836120605,0.20154075986900896
60,58.624077536843046,39.47171063856646,7.978425687009638,0.20183220951181505
61,58.608590559525936,39.67294779690829,7.978404890407216,0.20183220951180036
62,58.59310358220882,39.874184955250136,7.978384093804793,0.20183220951181505
63,58.577616604891695,40.075422113591976,7.97836329720237,0.20183220951180852
64,58.56212962757458,40.276659271933816,7.978342500599948,0.20183220951180797
65,58.54664265025747,40.477896430275656,7.978321703997525,0.20183220951180744
66,58.53115567294035,40.679133588617496,7.978300907395103,0.20183220951180797
67,58.515668695623226,40.880370746959336,7.97828011079268,0.20183220951180852
68,58.50018171830611,41.08160790530118,7.978259314190257,0.20183220951181505
69,58.484694740989,41.28284506364302,7.978238517587835,0.20183220951180744
70,58.46920776367188,41.48408222198486,7.978217720985413,0.20183220951180797
71,58.453720786354765,41.6853193803267,7.97819692438299,0.20183220951180797
72,58.438233809037655,41.88655653866854,7.978176127780568,0.20183220951180744
73,58.42274683172054,42.08779369701039,7.9781553311781455,0.20183220951181505
74,58.40725985440342,42.28903085535222,7.978134534575722,0.2018322095118009
75,58.3917728770863,42.49026801369406,7.978113737973299,0.20183220951180852
76,58.37628589976919,42.69150517203592,7.978092941370878,0.2018322095118216
77,58.36079892245206,42.89274233037775,7.978072144768454,0.20183220951180145
78,58.345311945134945,43.0939794887196,7.978051348166032,0.20183220951181505
79,58.32982496781783,43.29521664706144,7.978030551563609,0.20183220951180797
80,58.31433799050072,43.49645380540328,7.978009754961187,0.20183220951180744
81,58.298851013183594,43.69769096374512,7.977988958358765,0.20183220951180852
82,58.283364035866484,43.89892812208696,7.977968161756342,0.20183220951180744
83,58.26787705854936,44.1001652804288,7.97794736515392,0.20183220951180852
84,58.25239008123225,44.30140243877064,7.9779265685514975,0.20183220951180744
85,58.236903103915125,44.50263959711248,7.977905771949074,0.20183220951180852
86,58.221416126598015,44.703876755454324,7.977884975346653,0.2018322095118145
87,58.205929149280905,44.905113913796164,7.977864178744229,0.20183220951180744
88,58.19044217196378,45.106351072138004,7.977843382141807,0.2018322095118085
